시설명,분류명,체육시설분류,간이운동장 체육시설분류,소유기관,관리주체,시도명,시군구명,동읍면,리,도로명주소,경도,위도,시설면적,수용인원,관람석,관할지자체과,담당자연락처,홈페이지,개방시간,종료시간,휴무일,대중교통안내,
대현산 체육관,구기체육관,공공,,성동구,성동구도시관리공단,서울,성동구,행당동,,서울 성동구 행당동 고산자로 270,127.036957,37.563442,0,0,0,성동구도시관리공단,02-2204-7608,www.sdmc.go.kr/sports/dhscenter/guide01.asp,6:00,22:00,"매월 2,4째주 월요일",지하철-&amp;gt; 5호선 행당역   버스-&amp;gt; 마을버스 2번 이용시 왕십리역 무학여고앞 승차 → 대현산 체육관 입구역 하차,
살곶이정,국궁장,공공,,성동구,성동구,서울,성동구,행당동,,서울 성동구 행당동,127.035949,37.557652,,,,성동구,02-2294-3245,cafe.daum.net/salgojijung,9:00,18:00,연중무휴,"지하철-&amp;gt; 2호선 한양대역 / 버스-&amp;gt; 302, 410, 263, 2012, 2013, 2014, 2016, 2222, 2220, 2411",
성동청소년수련관 체육관,생활체육관,공공,,서울시,위탁(서울가톨릭청소년회),서울,성동구,행당동,,서울 성동구 행당동 고산자로 270,127.036957,37.563442,0,0,0,서울가톨릭청소년회,02-2296-4062,sdyc.or.kr,6:00,22:00,"국정공휴일, 정기휴장일 31일 설날, 추석, 크리스마스","지하철-&amp;gt; 국철, 2, 5호선 왕십리역 하차 3, 4번 출구 마장동쪽으로 100m (성동종합행정마을내) / 버스-&amp;gt; 파랑(간선)버스 : 110번, 141번, 145번, 263번, 371번, 302번, 초록(지선)버스 : 2번, 3번, 8번, 9번, 2411번, 2012번, 2013번,2014번, 2220번, 2222번, 0013번, 0211번, 1411번",
응봉 테니스장,테니스장,공공,,국토해양부,성동구 도시관리공단,서울,성동구,응봉동,,서울 성동구 응봉동,127.041041,37.551021,0,0,0,성동구 도시관리공단,02-2204-7670,www.sdmc.go.kr/sports/yb_t_center/guide01.asp,6:00,22:00,*계절적 요인 등으로 운영시간은   변경될 수 있습니다.,"*지하철1호선(중앙선)응봉역 1번출구 하차 *마을버스02,08번 광희중학교에서 하차 *마을버스2220번 응봉역에서 하차",
응봉 축구장,축구장,공공,,국토해양부,성동구,서울,성동구,응봉동,,서울 성동구 응봉동,127.041041,37.551021,0,0,0,성동구 치수방재과,02-2286-6323,www.sd.go.kr,9:00,18:00,연중무휴,2220번 응봉역 하차후 300m 응봉역(중앙선) 1번출구에서 250m,
응봉공원 게이트볼장,전천후게이트볼장,공공,,서울시,동부푸른도시사업소(서울숲관리사무소),서울,성동구,응봉동,,서울 성동구 응봉동,127.02413,37.545395,,,,동부푸른도시사업소(서울숲관리사무소),02-2293-7646,parks.seoul.go.kr/park,6:00,23:00,연중무휴  상시개방,"지하철-&amp;gt;5호선 신금호역 2번 출구 금호여중 방향 200M (도보 3분 거리) / 버스-&amp;gt;대경상고, 신금호역, 금호로터리 하차   0212, 2224, 마을버스 성동05, 성동02, 성동03",
응봉공원 테니스장,테니스장,공공,,서울시,동부푸른도시사업소(서울숲관리사무소),서울,성동구,금호동1가,,서울 성동구 금호동1가 금호로 166-1,127.02029,37.555751,0,0,0,동부푸른도시사업소 응봉공원관리사무소,02-2293-7646,,8:00,17:00,연중무휴,"지하철-&amp;gt;5호선 신금호역 2번 출구 /  버스-&amp;gt;대경상고, 신금호역, 금호로터리 하차0212, 2224, 마을버스 성동05, 성동02, 성동03",
열린금호교육문화관 수영장,수영장,공공,,성동구,성동구도시관리공단,서울,성동구,금호동2가,,서울 성동구 금호동2가 무수막길 69,127.020755,37.551898,0,0,0,성동구 도시관리공단,02-2204-7670,www.sdmc.go.kr/sports/ghcenter/intro.asp,6:00,22:00,"매월3째주 일요일 정기휴관일 국경일, 법정공휴일 휴관 기타: 본센터에 부득이한 경우  (법정검사 및 시설공사)휴관을 실시 공지 후 휴관을 합니다.","지하철-&amp;gt; 5호선 신금호역 3번출구에서 50M거리  버스-&amp;gt; 7212 ,2233 신금호역 하차, 도보로 1분거리 마을버스 3번(금호동행) : 신금호역 하차, 5번 : 금호초등학교 하차",
열린금호교육문화관 체육관,생활체육관,공공,,성동구,성동구도시관리공단,서울,성동구,금호동2가,,서울 성동구 금호동2가 무수막길 69,127.020755,37.551898,0,0,0,성동구 도시관리공단,02-2204-7650,www.sdmc.go.kr/sports/ghcenter/intro.asp,6:00,21:00,본 센터는 매월 3째주 일요일이 정기 휴관일입니다. 국경일등 법정 공휴일에도 휴관을 합니다.,"지하철-&amp;gt; 5호선 신금호역 3번출구에서 50M거리 /  버스-&amp;gt; 7212 2233 신금호역 하차, 도보로 1분거리 마을버스 3번(금호동행) : 신금호역 하차, 5번 : 금호초등학교 하차",
금호공원 체육관,구기체육관,공공,,성동구,성동구도시관리공단,서울,성동구,금호동3가,,서울 성동구 금호동3가 장터1길 18,128.572275,36.57823,0,0,0,성동구도시관리공단,02-2204-7690,www.sdmc.go.kr/sports/ghcenter/intro.asp,9:00,22:00,법적 공휴일 및 둘째주 월요일,"지하철-&amp;gt;3호선 금호역 1번 출구 두산아파트 정문 옆 골목 100M,  5호선 신금호역 1번 출구 마을버스 5번 승차 후 금호동 3가 동사무소 하차  버스-&amp;gt; 110A 110B 0213 2411 2233 7212 421 241A 241B금남시장하차(금호역 방향 도보 10분)",
뚝섬유수지 체육공원 축구장,축구장,공공,,서울시,성동구청 치수방재과,서울,성동구,성수동1가,,서울 성동구 성수동1가,127.041041,37.551021,0,0,0,성동구청 치수방재과,02-2286-5793,parks.seoul.go.kr/park/default.jsp,9:00,18:00,연중무휴,"지하철-&amp;gt;2호선 뚝섬역 8번출구 도보로 약 15분거리/중앙선(1호선)응봉역 2번출구 도보로 약 30분 정도 거리/버스-&amp;gt;서울숲 후문:141, 145 서울숲:148, 410, 2014, 2412, 2413, 2224,",
서울숲 스케이트파크,롤러스케이트장,공공,,서울시,동부푸른도시사업소(서울숲관리사무소),서울,성동구,성수동1가,,서울 성동구 성수동1가 뚝섬로 273,127.041867,37.543204,,,,동부푸른도시사업소(서울숲관리사무소),02-460-2905,parks.seoul.go.kr,6:00,19:00,연중무휴,"지하철-&amp;gt;2호선 뚝섬역 8번출구 도보로 약 15분거리 중앙선(1호선)응봉역 2번출구 도보로 약 30분 정도 거리 / 버스-&amp;gt;141, 145 , 148 , 410, 2014, 2412, 2413 , 2224",
뚝섬 승마장,승마장,공공,,서울시,체육시설관리사업소(서울시승마협회),서울,성동구,성수동1가,,서울 성동구 성수동1가,127.042739,37.543497,0,0,0,체육시설관리사업소(서울시승마협회),02-460-2919,parks.seoul.go.kr,7:00,16:00,연중무휴,"지하철-&amp;gt; 2호선 뚝섬역 8번출구 도보로 약 15분거리, 중앙선(1호선)응봉역 2번출구 도보로 약 30분 정도 거리 / 버스-&amp;gt; 141 : 도봉산입구-미아삼거리역-서울숲 후문-도산공원&amp;gt;서울세관  145 : 북부수도사업소-답십리 촬영소-서울숲후문-갤러리아백화점-신사역  148 : 북부수도사업소-고대앞 삼거리-성동구청-서울숲 후문-압구정동  410 : 화계사-고대앞 삼거리-청량리역-한양대역-서울숲 후문  2014 : 자양4동 차고지-영동대교앞-서울숲-왕십리역-동대문역사문화공원  2412 : 성수동 차고지-서울숲-노륜산시장앞-잠실역-송파역-수서역  2413 : 성수동 차고지-서울숲-뚝섬역-영동대교-한국무역센터(삼성역)  2224 : 성수동 차고지-서울숲-뚝섬역-성수역-건대역-동서울터미널",
중랑물재생센터 배드민턴장,구기체육관,공공,,중랑물재생센터,중랑물재생센터,서울,성동구,용답동,,서울 성동구 용답동 자동차시장3길 64,127.062061,37.553172,0,0,0,중랑물재생센터,02-2211-2517,jstc.seoul.go.kr/preengage/preengage02.html,7:00,18:00,평일사용은 불가,지하철-&amp;gt; 5호선 장한평역 6번출구 /  버스-&amp;gt; 청색버스:130 145 300 303 370 녹색버스: 2221 3216 장한평역하차 적색버스: 9403 9301,
중랑물재생센터 축구장,축구장,공공,,서울시,중랑물재생센터,서울,성동구,용답동,,서울 성동구 용답동 자동차시장3길 64,127.062061,37.553172,0,0,0,중랑물재생센터,02-2211-2517,jstc.seoul.go.kr/preengage/preengage02.html,7:00,18:00,평일사용불가,"*지하철-&amp;gt; 5호선 장한평역 6번출구 (도보 5분)/ *버스-&amp;gt;(간선-청색버스) : 130, 145, 300, 303, 370   (지선-녹색버스) : 2221, 3216 장한평역하차   (광역-적색버스) : 9403, 9301",
중랑천체육공원 인라인스케이트장,롤러스케이트장,공공,,광진구,광진구청,서울,광진구,중곡동,,서울 광진구 중곡동,127.085726,37.546698,,,,광진구청 문화체육과,02-450-1320,www.gwangjin.go.kr,6:00,23:00,상시개방,버스-&amp;gt; 예수사랑교회: 1122 청솔아파트: 1132 원자력병원: 1136 안마을: 1141 1224 1227 공릉중학교입구: 1155 1156 1225 202  지하철-&amp;gt;7호선 중화역4번출구이용 도보 5분거리,
중곡문화체육센터 수영장,수영장,공공,,광진구,광진구시설관리공단,서울,광진구,중곡동,,서울 광진구 중곡동 능동로 433,127.084803,37.567781,0,140,0,광진구시설관리공단,02-2049-4560,gwangjin.or.kr/rent/junggok_lecture_info01.htm,5:30,22:30,1·3주 일요일과 공휴일(법정공휴일)인 경우,지하철-&amp;gt; 7호선 중곡역 3번 출구 용곡삼거리방향 10m / 버스-&amp;gt; 70  지선 : 2219,
중곡 문화체육센터,생활체육관,공공,,광진구,광진구시설관리공단,서울,광진구,중곡동,,서울 광진구 중곡동 능동로 433,127.084803,37.567781,0,0,0,광진구시설관리공단,02-3408-4900,gwangjin.or.kr/rent/junggok_lecture_info01.htm,6:00,22:00,1·3주 일요일과 공휴일(법정공휴일)인 경우,지하철-&amp;gt; 7호선 중곡역 3번 출구 용곡삼거리방향 10m / 버스-&amp;gt; 70  지선 : 2219,
어린이대공원 테니스장,테니스장,공공,,서울시,서울시설관리공단,서울,광진구,능동,,서울 광진구 능동 천호대로 662,127.088818,37.551593,0,0,0,서울시시설관리공단,02-457-8718,childrenpark.or.kr,6:00,22:00,연중무휴,"지하철-&amp;gt;2호선 건대입구역, 5호선 아차산역 4번출구, 7호선 어린이대공원역 1번출구 / 버스-&amp;gt;어린이대공원 정문: 102 302 721 2222 3216 3220 4212   어린이대공원 후문: 2221 2232 3215 303 9301 9403 320 130   어린이대공원 구의문: 303 2225 320 2221 3215 9403",
어린이대공원 축구장,축구장,공공,,서울시,서울시시설관리공단,서울,광진구,능동,,서울 광진구 능동 천호대로 662,127.088818,37.551593,0,2500,2000,서울시시설관리공단,02-450-9356,www.childrenpark.or.kr/,10:00,16:00,"*이용기간 5월~11월(7월은제외) 주2회(토,일요일)","지하철-&amp;gt;2호선 건대입구역, 5호선 아차산역 4번출구, 7호선 어린이대공원역 1번출구/버스-&amp;gt;어린이대공원 정문: 102 302 721 2222 3216 3220 4212, 어린이대공원 후문: 2221 2232 3215 303 9301 9403 320 130, 어린이대공원 구의문: 303 2225 320 2221 3215 9403",
아차산배수지체육공원 인조잔디축구장,축구장,공공,,서울시,광진구시설관리공단,서울,광진구,구의동,,서울 광진구 구의동 천호대로 731,127.095822,37.548668,,,,광진구시설관리공단 공공체육시설팀,02-3437-7234,spadium.gwangjin.or.kr/,7:00,23:00,"연중무휴  설, 추석 당일","*버스이용시  새밭교회앞: 130, 300, 올림픽대교북단사거리: 3220, 새밭교회: 370  마을버스- 광진03,01,04  일반버스-70번  직행버스-9301  *지하철 이용시  5호선 아차산역",
구의야구공원,야구장,공공,,서울시,체육시설관리사업소,서울,광진구,구의동,,서울 광진구 구의동 광나루로 571,127.092733,37.543629,39289,0,0,서울시체육시설관리사업소,02-3436-2890,stadium.seoul.go.kr,8:00,21:30,연중무휴,"초록(지선) :  3220번, 올림픽대교 북단 하차 양진초,중학교 방향으로 워커힐 올라가는길 천호대로 구름다리 건너기 전 좌측에 위치 도보로 약10분 소요   파랑(간선) :  130번, 300번,370번, 좌석버스 9301번, 시외버스 70번 (하차 정류장 : 새밭교회와 광나루역 중간에 위치하고 있음)   지하철 5호선 아차산역 3번 출구로 나와서 천호대교 방향으로 600m지점 우측에,  광나루역 4번출구로 나와서 아차산역 방향으로 500m 지점 좌측에 위치하고 있음.",
아차산배수지 테니스장,테니스장,공공,,광진구,광진구시설관리공단,서울,광진구,구의동,,서울 광진구 구의동 천호대로 731,127.095822,37.548668,,,,광진구시설관리공단 공공체육시설팀,02-3437-7234,stadium.gwangjin.or.kr/,7:00,23:00,"연중무휴  설, 추석 당일","지하철  5호선(아차산)   버스  130, 370, 70,9301   광진03, 광진01, 광진04",
서울여성능력개발원 체육관,생활체육관,공공,,서울시,위탁(서울시여성가족재단),서울,광진구,자양동,,서울 광진구 자양동 아차산로30길 36,127.066717,37.539404,0,0,0,서울시여성가족재단,02-460-2300,wrd.seoulwomen.or.kr/index.jsp,6:00,21:00,매주첫째주 일요일 공휴일,"지하철-&amp;gt; 2호선 및 7호선 건대입구역 6번 출구(조양시장 방향 50m지점)  버스-&amp;gt; 3217(구65번), 3218(구69번), 4212(구567번)",
광진문화예술회관 수영장,수영장,공공,,광진구,광진구시설관리공단,서울,광진구,자양동,,서울 광진구 자양동 능동로 76,128.802056,35.197173,0,84,0,광진구시설관리공단,02-2049-4570,gwangjin.or.kr/rent/art_lecture_info11.htm,6:00,22:00,"매월 2,4주 일요일과 공휴일(법정공휴일)인 경우","지하철-&amp;gt; 2호선 건대입구역: 5번 출구 횡단보도 건너 청담대교 방향으로 150m, 지하철 7호선 건대입구역:4번출구 출구 방향으로 직진 청담대교 방향으로 150m / 버스-&amp;gt; 파랑- 721번, 342번, 초록- 2217번, 2222번, 2223번, 2224번, 4212번 건대입구역 사거리 하차, 노랑- 4-1번 광진문화예술회관앞 역 하차",
광진문화예술회관 체육관,생활체육관,공공,,광진구,광진구시설관리공단,서울,광진구,자양동,,서울 광진구 자양동 능동로 76,128.802056,35.197173,0,0,0,광진구시설관리공단,02-2049-4570,gwangjin.or.kr/rent/art_lecture_info11.htm,6:00,22:00,2·4주 일요일과 공휴일(법정공휴일)인 경우,"지하철-&amp;gt; 2호선 건대입구역: 5번 출구 횡단보도 건너 청담대교 방향으로 150m, 지하철 7호선 건대입구역:4번출구 출구 방향으로 직진 청담대교 방향으로 150m / 버스-&amp;gt; 파랑- 721번, 342번, 초록- 2217번, 2222번, 2223번, 2224번, 4212번 건대입구역 사거리 하차, 노랑- 4-1번 광진문화예술회관앞 역 하차",
서울여성능력개발원 수영장,수영장,공공,,서울시,위탁(서울시여성가족재단),서울,광진구,자양동,,서울 광진구 자양동 아차산로30길 36,127.066717,37.539404,0,150,0,여성가족재단,02-460-2300,wrd.seoulwomen.or.kr/index.jsp,9:00,21:00,"매주일요일,공휴일","지하철-&amp;gt; 2호선 및 7호선 건대입구역 6번 출구(조양시장 방향 50m지점)  버스-&amp;gt; 3217(구65번), 3218(구69번), 4212(구567번)",
한강시민공원뚝섬지구 테니스장,테니스장,공공,,서울시,한강사업본부,서울,광진구,자양동,,서울 광진구 자양동,127.07861,37.531368,0,0,0,한강사업본부,02-3780-0521,hangang.seoul.go.kr/park_dooksum/,7:30,18:00,연중무휴,지하철-&amp;gt;7호선 뚝섬유원지역 2.3번출구  2호선 건대역 3번출구(1000m) /  버스-&amp;gt;노유나들목: 2014 자양육갑문: 2415 2221 2222 2223,
동대문종합사회복지관,생활체육관,공공,,동대문구,위탁(제칠일안식일예수재림교),서울,동대문구,제기동,,서울 동대문구 제기동 약령시로5길 22,127.034219,37.584007,0,0,0,(재)제칠일안식일예수재림교한국연합회 유지재단,02-920-4500,communitycenter.or.kr,6:00,22:00,"설연휴(신정,구정), 개관기념일(년1회), 기관시설개보수기관, 추석, 성탄절 외 정상 운영(단, 토요일의 경우 무료장애아동 수영 프로그램 운영으로 인해 일반 수영은 휴관 함)","지하철-&amp;gt; 1호선 제기동역 1번출구 성일중학교 방면으로 도보10분, 6호선 안암역 3번출구 제기시장 방면으로 도보15분 / 버스-&amp;gt; 제기천주교성당: 1222번(석계역-고대앞 행 지선버스) 제기천주교성당 앞 하차",
